============================== SRIM-2012.03 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  N(1.02 MeV) ==> Layer 1(  1 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 2956  7 .1014483E+07   1000107E-02 -.1742E+02  .1017E+01   .9999764 -.0036648 -.0058177
T 2957  7 .1008489E+07   1000221E-02 -.1534E+00  .1656E+02   .9999870 -.0009226  .0050166
T 2958  7 .1016306E+07   1000808E-02 -.3750E+02 -.2646E+02   .9999742 -.0071573  .0005958
T 2959  7 .1007362E+07   1000565E-02 -.2318E+02 -.2843E+02   .9997173  .0033280 -.0235439
T 2960  7 .1015145E+07   1000166E-02 -.1295E+02 -.7154E+01   .9999858 -.0032774 -.0041970
T 2961  7 .1014516E+07   1000530E-02 -.8478E+02 -.6215E+02   .9998443 -.0139084 -.0108614
T 2962  7 .1016028E+07   1000278E-02 -.4097E+01  .5713E+00   .9999959 -.0021409  .0019038
T 2963  7 .1008585E+07   1000776E-02  .1639E+00  .1904E+02   .9999780  .0006354  .0066012
T 2964  7 .1014705E+07   1000185E-02  .8348E+01 -.9471E+01   .9999798  .0058452 -.0025008
T 2965  7 .1011378E+07   1000783E-02 -.3926E+02 -.6203E+02   .9998495 -.0143874 -.0096979
T 2966  7 .1007465E+07   1000392E-02 -.3019E+00 -.6046E+01   .9999992  .0003628 -.0012025
T 2967  7 .1017537E+07   1000592E-02 -.5019E+01 -.5694E+01   .9999903 -.0043609 -.0005994
T 2968  7 .1007290E+07   1000692E-02 -.4097E+00 -.2725E+02   .9999866  .0001007 -.0051761
T 2969  7 .1007163E+07   1000804E-02 -.1338E+02  .1354E+02   .9998752 -.0105407  .0117661
T 2970  7 .1007285E+07   1000221E-02  .1023E+02  .1274E+02   .9999950  .0017848  .0026117
T 2971  7 .1019649E+07   1000420E-02  .6214E+02 -.8275E+02   .9998094  .0107550 -.0162930
T 2972  7 .1010633E+07   1000578E-02  .2868E+02  .1855E+02   .9998048  .0174984  .0091698
T 2973  7 .1018363E+07   1000787E-02  .7253E+01  .8636E+01   .9999928 -.0018471  .0033131
T 2974  7 .1018342E+07   1000765E-02 -.1361E+02 -.7839E+01   .9999990 -.0005720 -.0012929
T 2975  7 .1014837E+07   1000240E-02 -.4753E+01  .8252E+02   .9998915 -.0042741  .0140978
T 2976  7 .1014237E+07   1000027E-02 -.7929E+01 -.9492E+01   .9999982  .0010529 -.0016005
T 2977  7 .1007561E+07   1000089E-02  .8226E+01 -.8761E+01   .9999955 -.0003566  .0029907
T 2978  7 .1010973E+07   1000053E-02  .5867E+01 -.6336E+01   .9999955  .0015748 -.0025688
T 2979  7 .1008138E+07   1000196E-02 -.7547E+01 -.7348E+01   .9999864  .0048795 -.0018596
T 2980  7 .1014303E+07   1000378E-02  .5332E+01 -.8454E+01   .9999413  .0082097 -.0070759
T 2981  7 .1014080E+07   1000651E-02 -.1981E+02  .1806E+02   .9999398 -.0105608  .0029821
T 2982  7 .1011582E+07   1000760E-02  .1017E+02  .1409E+02   .9999989  .0005404  .0014019
T 2983  7 .1012264E+07   1000722E-02  .1424E+02  .1516E+01   .9999965  .0026191  .0004489
T 2984  7 .1005028E+07   1000720E-02  .1329E+02 -.2160E+02   .9999021  .0097686 -.0100222
T 2985  7 .9983844E+06   1000314E-02 -.3949E+03 -.2325E+03   .9957040 -.0797838 -.0469904
T 2986  7 .1015813E+07   1000001E-02  .1320E+01  .3647E+02   .9999814  .0001557  .0060944
T 2987  7 .1017262E+07   1000534E-02  .5048E+01  .4203E+02   .9996911 -.0044456  .0244535
T 2988  7 .1009379E+07   1000357E-02 -.9883E+01 -.5537E+01   .9999936 -.0025236 -.0025199
T 2989  7 .1013470E+07   1000360E-02 -.4046E+02 -.2107E+02   .9999559 -.0088533 -.0031439
T 2990  7 .1008107E+07   1000775E-02 -.1279E+02  .3659E+01   .9999971 -.0023794  .0003788
T 2991  7 .1016735E+07   1000403E-02  .5788E+02  .3085E+02   .9999369  .0110809  .0018319
T 2992  7 .1009069E+07   1000241E-02  .8465E+01 -.1747E+02   .9999945  .0004997 -.0032890
T 2993  7 .1010631E+07   1000725E-02 -.1194E+02  .3734E+00   .9996894 -.0135923  .0208880
T 2994  7 .1004514E+07   1000699E-02 -.2484E+00 -.1695E+02   .9999869 -.0018185 -.0047755
T 2995  7 .1011686E+07   1000763E-02 -.7410E-01 -.3661E+02   .9999709 -.0015501 -.0074761
T 2996  7 .1010894E+07   1000724E-02  .2415E+02  .2646E+02   .9999224  .0072821  .0101035
T 2997  7 .1014401E+07   1000053E-02 -.1181E+02 -.1452E+02   .9999949 -.0001024 -.0031859
T 2998  7 .1011032E+07   1000573E-02  .1598E+02  .1585E+02   .9999868  .0042806  .0028468
T 2999  7 .1012331E+07   1000021E-02 -.1887E+02 -.9951E+01   .9999958 -.0005720 -.0028577
T 3000  7 .1005813E+07   1000789E-02 -.2452E+02 -.2494E+00   .9999757 -.0068389  .0013423
T 3001  7 .1019108E+07   1000182E-02 -.4684E+01 -.1021E+02   .9999958 -.0004879 -.0028444
T 3002  7 .1012520E+07   1000180E-02 -.2760E+02  .7826E+01   .9999884  .0015315  .0045690
T 3003  7 .1009381E+07   1000499E-02  .6478E+02  .1935E+03   .9990640  .0150754  .0405454
T 3004  7 .1020837E+07   1000374E-02 -.1730E+02  .1362E+02   .9998995 -.0140894  .0015735
T 3005  7 .1013275E+07   1000656E-02 -.1521E+02 -.5981E+02   .9999770 -.0013220 -.0066483
T 3006  7 .1017159E+07   1000557E-02 -.1434E+02  .2941E+01   .9999786 -.0064175  .0012523
T 3007  7 .1015665E+07   1000330E-02  .6184E+01  .1756E+02   .9999985  .0013848 -.0009992
T 3008  7 .1011048E+07   1000309E-02 -.5107E+01 -.1698E+02   .9999984 -.0010530 -.0014690
T 3009  7 .1019014E+07   1000785E-02  .2550E+01  .1778E+02   .9999952  .0030350 -.0005465
T 3010  7 .1017632E+07   1000417E-02  .3034E+02 -.8666E+01   .9999291  .0108944 -.0048170
T 3011  7 .1011150E+07   1000683E-02  .7646E-01  .5362E+01   .9999986  .0014809  .0008221
T 3012  7 .1017386E+07   1000226E-02  .8589E+02  .1310E+03   .9997332  .0146811  .0178311
T 3013  7 .1010492E+07   1000337E-02 -.1129E+01  .6732E+01   .9999964 -.0019623 -.0018301
T 3014  7 .1015483E+07   1000286E-02 -.1092E+02  .8883E+01   .9999990  .0010267  .0010109
T 3015  7 .1010438E+07   1000586E-02 -.8109E+01 -.1329E+02   .9999926 -.0018901 -.0033557
T 3016  7 .1003988E+07   1000704E-02  .1369E+02 -.9369E+01   .9999775  .0048873 -.0045891
T 3017  7 .1008533E+07   1000342E-02 -.3567E+02  .1147E+02   .9999590 -.0080891  .0040587
T 3018  7 .1008530E+07   1000431E-02  .1267E+02  .1109E+02   .9999867  .0043035  .0028290
T 3019  7 .1008212E+07   1000795E-02  .1616E+02 -.1889E+01   .9999900  .0017789  .0041100
T 3020  7 .1017145E+07   1000800E-02  .1809E+02 -.5315E+02   .9999473  .0031474 -.0097734
T 3021  7 .1012854E+07   1000351E-02  .7512E+01 -.3264E+02   .9999496  .0034557 -.0094271
T 3022  7 .1017243E+07   1000712E-02  .2260E+01  .4159E+01   .9999992  .0008549 -.0009271
T 3023  7 .1015709E+07   1000760E-02  .5880E+01  .1303E+02   .9999796  .0017658  .0061432
T 3024  7 .1010187E+07   1000328E-02 -.9786E+01  .5364E+01   .9999986 -.0012713 -.0010507
T 3025  7 .1004850E+07   1000022E-02  .1571E+02  .2313E+01   .9999992  .0010443  .0006467
T 3026  7 .1011067E+07   1000249E-02 -.1480E+02 -.2208E+02   .9998932 -.0106924 -.0099627
T 3027  7 .1010869E+07   1000770E-02  .1045E+02  .7836E+01   .9999962  .0013225  .0024355
T 3028  7 .1002647E+07   1000774E-02  .6298E+01 -.7637E+01   .9999897  .0041441 -.0018768
T 3029  7 .1007471E+07   1000676E-02  .1267E+02 -.1154E+02   .9999967  .0022841 -.0011729
T 3030  7 .1005474E+07   1000187E-02 -.1659E+02  .1711E+02   .9999905 -.0024936  .0035640
T 3031  7 .1013983E+07   1000562E-02 -.6966E+02 -.2686E+02   .9999272 -.0120661  .0001920
T 3032  7 .1007980E+07   1000677E-02 -.1722E+02  .2078E+02   .9999677  .0048602  .0064003
T 3033  7 .1014095E+07   1000192E-02  .5741E+02  .2308E+02   .9999772  .0053203 -.0041503
T 3034  7 .1010667E+07   1000480E-02  .1501E+02  .1658E+02   .9999931  .0036359  .0008186
T 3035  7 .1003120E+07   1000294E-02 -.3450E+01 -.7413E-01   .9999851 -.0010397 -.0053617
T 3036  7 .1013926E+07   1000206E-02  .8987E+01 -.1297E+02   .9999971  .0022324 -.0008678
T 3037  7 .1015765E+07   1000221E-02 -.4233E+01  .1145E+02   .9999700 -.0062472  .0045726
T 3038  7 .1009500E+07   1000202E-02  .2526E+02  .3823E+02   .9999485  .0057907  .0083330
T 3039  7 .1012223E+07   1000671E-02  .2452E+02 -.1720E+01   .9999635  .0085390  .0001452
T 3040  7 .1014496E+07   1000640E-02  .3510E+01 -.9568E+01   .9999944  .0021481 -.0025648
T 3041  7 .1016496E+07   1000224E-02 -.9533E+01 -.1282E+01   .9999995  .0005989  .0007864
T 3042  7 .1013092E+07   1000503E-02  .1461E+02  .4047E+01   .9999866  .0051492 -.0005276
T 3043  7 .1013480E+07   1000766E-02 -.2255E+02  .7880E+01   .9999503 -.0081629  .0057236
T 3044  7 .1015425E+07   1000641E-02  .7011E+01 -.1520E+02   .9999988  .0011820 -.0010005
T 3045  7 .1011577E+07   1000143E-02 -.2797E+02  .1620E+02   .9999579 -.0072324  .0056420
T 3046  7 .1008795E+07   1000508E-02 -.7732E+01 -.1795E+02   .9999668 -.0040497 -.0070672
T 3047  7 .1011128E+07   1000641E-02  .5260E+01  .3643E+01   .9999998 -.0001995  .0006225
T 3048  7 .1006576E+07   1000128E-02  .9634E+01 -.3246E+02   .9999828  .0020196 -.0055131
T 3049  7 .1011405E+07   1000240E-02  .5471E+02 -.6638E+02   .9997438  .0139514 -.0178215
T 3050  7 .1008102E+07   1000165E-02  .3394E+03  .3482E+02   .9995145  .0310496  .0025945
T 3051  7 .1005144E+07   1000546E-02  .9438E+01 -.4381E+02   .9999618  .0015069 -.0086059
T 3052  7 .1015213E+07   1000805E-02 -.3457E+02  .6830E+02   .9999276 -.0038748  .0113956
T 3053  7 .1007647E+07   1000419E-02 -.2115E+02  .3045E+01   .9999962 -.0026202  .0008236
T 3054  7 .1010013E+07   1000613E-02 -.1319E+02 -.5194E+01   .9999260 -.0089931 -.0081873
T 3055  7 .1006235E+07   1000086E-02  .2077E+01  .1424E+02   .9999785 -.0053673  .0037704
T 3056  7 .1008593E+07   1000095E-02 -.3691E+01  .2004E+02   .9999963 -.0016020 -.0022021
T 3057  7 .1007121E+07   1000677E-02 -.1306E+02  .3027E+01   .9999940 -.0023351 -.0025456
T 3058  7 .1018030E+07   1000148E-02  .9551E+02 -.1467E+03   .9988259  .0213942 -.0434647
T 3059  7 .1012654E+07   1000453E-02 -.1070E+02 -.8141E+01   .9999981 -.0018546  .0005652
T 3060  7 .1003416E+07   1000735E-02 -.1858E+01 -.3861E+02   .9999833  .0002423 -.0057745
T 3061  7 .1008718E+07   1000810E-02  .6592E+01 -.9798E+01   .9999944  .0021638 -.0025397
T 3062  7 .1011813E+07   1000215E-02  .8240E+01 -.1270E+02   .9999938  .0012108 -.0033011
T 3063  7 .1010888E+07   1000172E-02  .1007E+00  .5263E+01   .9999962 -.0003103  .0027533
T 3064  7 .1004059E+07   1000579E-02  .1198E+02  .2654E+02   .9999782  .0015002  .0064241
T 3065  7 .1012895E+07   1000069E-02 -.1310E+02  .5490E+01   .9999956 -.0019137  .0022812
T 3066  7 .1013198E+07   1000301E-02  .4078E+02 -.1065E+02   .9999565  .0093270 -.0000372
T 3067  7 .1010759E+07   1000569E-02  .7777E+01 -.7493E+01   .9999976 -.0000919 -.0021988
T 3068  7 .1002718E+07   1000639E-02  .1231E+02  .9956E+02   .9995473  .0187346  .0235428
T 3069  7 .1005133E+07   1000124E-02  .8749E+00  .1386E+02   .9999982  .0002129  .0018903
T 3070  7 .1010321E+07   1000642E-02 -.1219E+02 -.6225E+01   .9999927 -.0038087  .0003108
T 3071  7 .1012466E+07   1000186E-02 -.1434E+02 -.1138E+02   .9999951 -.0011956 -.0028987
T 3072  7 .1005227E+07   1000004E-02  .1261E+02  .2047E+02   .9988112 -.0100433  .0477007
T 3073  7 .1011601E+07   1000379E-02  .4368E+01 -.1556E+02   .9999958 -.0002823 -.0028852
T 3074  7 .1002766E+07   1000239E-02  .1408E+02 -.4110E+01   .9999877  .0047401  .0014725
T 3075  7 .1015390E+07   1000754E-02 -.1423E+02  .8860E+01   .9999170 -.0052343 -.0117749
T 3076  7 .1012285E+07   1000177E-02  .3354E+02  .2198E+02   .9999855  .0051291  .0016572
T 3077  7 .1009437E+07   1000094E-02 -.3005E+02  .3223E+01   .9999608 -.0087113  .0016048
T 3078  7 .1015252E+07   1000726E-02  .1327E+02  .2217E+02   .9999891  .0019699  .0042392
T 3079  7 .1015860E+07   1000129E-02 -.4092E+01  .6159E+01   .9999994 -.0006477  .0008798
T 3080  7 .1008930E+07   1000652E-02  .5462E+01 -.4519E+01   .9999969  .0024739  .0000554
T 3081  7 .1007540E+07   1000710E-02  .2193E+00 -.2879E+01   .9999988 -.0010909  .0010951
T 3082  7 .1010518E+07   1000109E-02 -.7474E+01  .2938E+02   .9999854  .0005025  .0053741
T 3083  7 .1017258E+07   1000438E-02  .2676E+02  .1198E+01   .9999567  .0086471  .0034483
T 3084  7 .1010633E+07   1000610E-02  .1284E+02 -.3983E+01   .9999906  .0026460 -.0034388
T 3085  7 .1010380E+07   1000318E-02 -.1163E+01  .1014E+02   .9993469 -.0059416  .0356448
T 3086  7 .1009343E+07   1000647E-02  .1303E+03 -.4874E+03   .9954825  .0250394 -.0915835
T 3087  7 .1016024E+07   1000027E-02  .7936E+01 -.1838E+01   .9999984  .0009873 -.0014907
T 3088  7 .1007765E+07   1000379E-02  .3420E+01  .4904E+01   .9999953 -.0021134  .0022028
T 3089  7 .1017279E+07   1000594E-02  .1608E+02  .4270E+02   .9999742  .0015732  .0070075
T 3090  7 .1015805E+07   1000152E-02 -.1303E+02  .1668E+01   .9999908 -.0042282  .0007081
T 3091  7 .1018533E+07   1000711E-02  .6196E+01 -.6631E+01   .9999725 -.0018209 -.0071938
T 3092  7 .1011878E+07   1000613E-02 -.3297E+02  .5204E+01   .9997413 -.0218511  .0063069
T 3093  7 .1008265E+07   1000774E-02 -.1454E+02 -.9162E+01   .9999935 -.0031054 -.0018376
T 3094  7 .1007924E+07   1000297E-02  .5652E+01  .1478E+02   .9999874  .0017294  .0047055
T 3095  7 .1009885E+07   1000578E-02 -.7736E+01 -.1723E+02   .9999895  .0038801  .0024319
T 3096  7 .1018015E+07   1000614E-02 -.3944E+00 -.2452E+01   .9999975 -.0004098  .0022205
T 3097  7 .1001365E+07   1000225E-02 -.8008E+01 -.2088E+02   .9953250 -.0954570  .0146978
T 3098  7 .1008409E+07   1000518E-02 -.1035E+02  .2508E+02   .9999777 -.0046039  .0048467
T 3099  7 .1015175E+07   1000267E-02  .1199E+02  .3275E+01   .9999982  .0019068  .0002369
T 3100  7 .1011820E+07   1000551E-02  .5073E+02  .1062E+02   .9999775  .0064364  .0019025
T 3101  7 .1012461E+07   1000037E-02 -.3994E+02 -.1336E+02   .9999576 -.0091815 -.0007592
T 3102  7 .1007713E+07   1000758E-02 -.2006E+02 -.3747E+02   .9999816 -.0048399 -.0036668
T 3103  7 .1007352E+07   1000695E-02  .3518E+01 -.9680E+01   .9999759  .0026717 -.0064094
T 3104  7 .1009024E+07   1000791E-02 -.3836E+02 -.8993E+00   .9999558 -.0091569 -.0021218
T 3105  7 .1009845E+07   1000786E-02 -.1891E+02 -.4953E+02   .9999768 -.0020737 -.0064895
T 3106  7 .1013643E+07   1000039E-02 -.1150E+01 -.2808E+01   .9999978 -.0020801 -.0000873
T 3107  7 .1003585E+07   1000241E-02 -.4414E+02  .3710E+01   .9999336 -.0114639 -.0011815
T 3108  7 .1012009E+07   1000792E-02 -.3671E+02 -.1505E+02   .9999104 -.0126147 -.0044816
T 3109  7 .1014766E+07   1000562E-02 -.3773E+00  .4060E+00   .9999955  .0027142  .0012857
T 3110  7 .1012198E+07   1000213E-02 -.5164E+00  .5826E+01   .9999994 -.0010251  .0004933
T 3111  7 .1013662E+07   1000673E-02 -.3292E+02  .7010E+01   .9999689 -.0078262  .0010075
T 3112  7 .1016661E+07   1000548E-02  .1507E+02  .7921E+01   .9999954  .0027217 -.0013482
T 3113  7 .1012607E+07   1000149E-02  .5328E+01  .9500E+01   .9999969 -.0017884  .0017540
T 3114  7 .1005993E+07   1000714E-02  .4098E+02 -.3594E+02   .9999343  .0108788 -.0036087
T 3115  7 .1013740E+07   1000314E-02 -.2440E+01 -.2210E+02   .9999829 -.0014230 -.0056772
T 3116  7 .1011956E+07   1000434E-02 -.7507E+01  .2617E+02   .9999159  .0004474  .0129592
T 3117  7 .1012929E+07   1000111E-02 -.1559E+02  .2893E+01   .9999747 -.0020686  .0068061
T 3118  7 .1009996E+07   1000029E-02 -.3139E+01 -.2889E+01   .9999283 -.0002777  .0119728
T 3119  7 .1009413E+07   1000299E-02 -.9921E+01  .1294E+02   .9999843 -.0027079  .0048960
T 3120  7 .1012341E+07   1000093E-02 -.6639E+02  .2275E+02   .9999251 -.0102684  .0066633
T 3121  7 .1015836E+07   1000291E-02  .2305E+02  .1589E+02   .9999655  .0034380  .0075589
T 3122  7 .1015823E+07   1000665E-02  .8462E+01 -.2072E+02   .9998861  .0052004 -.0141711
T 3123  7 .1009076E+07   1000054E-02 -.1320E+02  .1314E+01   .9999957  .0001965 -.0029428
T 3124  7 .1008347E+07   1000258E-02  .1701E+02  .1356E+02   .9999612  .0087782  .0007021
T 3125  7 .1009511E+07   1000669E-02  .2580E+02  .1459E+02   .9999918  .0038540  .0012779
T 3126  7 .1010853E+07   1000803E-02  .4768E+01 -.2382E+02   .9999756  .0065853 -.0023248
T 3127  7 .1012760E+07   1000062E-02  .1503E+02  .4884E+01   .9999992  .0002581 -.0012694
T 3128  7 .1015090E+07   1000024E-02 -.3462E+01  .1674E+01   .9999902  .0027344  .0034767
T 3129  7 .1010270E+07   1000439E-02  .2488E+02  .1220E+02   .9999879  .0049165 -.0000242
T 3130  7 .1014005E+07   1000734E-02 -.5490E+01  .1350E+02   .9999936 -.0014212  .0032937
T 3131  7 .1006673E+07   1000033E-02  .5879E+02 -.2949E+02   .9998606  .0104876 -.0129910
T 3132  7 .1009901E+07   1000011E-02 -.1532E+02  .1259E+02   .9999784 -.0065148  .0009015
T 3133  7 .1009001E+07   1000318E-02 -.8491E+01  .6597E+01   .9999914 -.0021708  .0035457
T 3134  7 .1015653E+07   1000448E-02 -.1357E+02  .7937E+01   .9999979 -.0020036  .0005032
T 3135  7 .1006984E+07   1000452E-02  .2695E+01 -.6039E+01   .9999949  .0008947 -.0030567
T 3136  7 .1008039E+07   1000455E-02 -.8498E+01 -.4563E+02   .9999731 -.0025018 -.0068916
T 3137  7 .1012842E+07   1000445E-02  .1802E+02  .2944E+02   .9999427  .0070664  .0080352
T 3138  7 .1015908E+07   1000565E-02  .7035E+01  .8547E+01   .9999960  .0028395 -.0001165
T 3139  7 .1006671E+07   1000106E-02  .1767E+02 -.7665E+01   .9999945  .0033103  .0001895
T 3140  7 .1009274E+07   1000618E-02  .9643E+01 -.1608E+02   .9999922  .0019074 -.0034626
T 3141  7 .1010208E+07   1000543E-02 -.7092E+01 -.8116E+01   .9999955 -.0001085 -.0029932
T 3142  7 .1007024E+07   1000671E-02 -.3089E+01  .1449E+02   .9999917  .0026248  .0031144
T 3143  7 .1008677E+07   1000054E-02 -.2796E+02  .2874E+02   .9999981  .0008445  .0017722
T 3144  7 .1010459E+07   1000452E-02  .1468E+02  .2962E+02   .9999877  .0012327  .0048023
T 3145  7 .1011922E+07   1000644E-02  .3266E+02 -.2558E+02   .9995002  .0287329 -.0131849
T 3146  7 .1017986E+07   1000139E-02 -.1974E+01 -.6294E+01   .9999948  .0032114  .0001544
T 3147  7 .1008471E+07   1000515E-02  .3226E+02  .6081E+02   .9998916  .0052345  .0137637
T 3148  7 .1006704E+07   1000643E-02 -.8492E+01 -.2525E+01   .9999910 -.0036748 -.0021152
T 3149  7 .1014118E+07   1000794E-02 -.1077E+02  .8711E+01   .9999960 -.0007282  .0027508
T 3150  7 .1014535E+07   1000066E-02 -.1779E+02  .5762E+02   .9999390 -.0024714  .0107679
T 3151  7 .1015449E+07   1000575E-02 -.7771E+01  .8165E+00   .9999999 -.0004008  .0002760
T 3152  7 .1014426E+07   1000123E-02 -.3037E+02  .7352E+02   .9997921 -.0082858  .0186289
T 3153  7 .1013179E+07   1000317E-02 -.7287E+01  .6236E+01   .9999997 -.0008331  .0000675
T 3154  7 .1011732E+07   1000418E-02 -.7252E+00  .1359E+02   .9999739 -.0023775  .0068228
T 3155  7 .1004114E+07   1000612E-02  .1296E+02  .8145E+01   .9999950  .0023436  .0021305
T 3156  7 .1009814E+07   1000407E-02 -.8875E+01  .1090E+02   .9999933 -.0011181  .0034720
T 3157  7 .1005270E+07   1000634E-02 -.3404E+01 -.1951E+02   .9999767 -.0023063 -.0064227
T 3158  7 .1013404E+07   1000446E-02 -.2491E+02 -.2474E+01   .9999908 -.0037677 -.0020743
T 3159  7 .1005641E+07   1000491E-02  .9905E+01  .1913E+01   .9999991  .0013608  .0001694
T 3160  7 .1006215E+07   1000751E-02 -.1312E+02 -.6527E+02   .9999020 -.0015542 -.0139141
T 3161  7 .1015907E+07   1000346E-02 -.6727E+01  .1972E+02   .9999993  .0009438 -.0007054
T 3162  7 .1010645E+07   1000729E-02 -.9690E+01  .1598E+02   .9999787  .0011092  .0064265
T 3163  7 .1011924E+07   1000729E-02  .6114E+02  .1072E+03   .9997148  .0101185  .0216308
T 3164  7 .1003966E+07   1000437E-02  .2540E+02  .3047E+01   .9999809  .0060880  .0010423
T 3165  7 .1007133E+07   1000038E-02 -.1507E+02  .1361E+02   .9999657 -.0060026  .0057081
T 3166  7 .1014596E+07   1000479E-02 -.5396E+01  .7072E+01   .9999807 -.0052811  .0032852
T 3167  7 .1009767E+07   1000203E-02 -.2014E+02  .8101E+01   .9999803 -.0044149  .0044508
T 3168  7 .1016956E+07   1000651E-02 -.1494E+02 -.1875E+02   .9999993 -.0009262 -.0006677
T 3169  7 .1005226E+07   1000194E-02 -.3827E+01 -.6590E+01   .9999670 -.0024116 -.0077601
T 3170  7 .1010761E+07   1000158E-02  .1986E+02  .3344E+01   .9999291  .0117618  .0018394
T 3171  7 .1009408E+07   1000098E-02  .1514E+02 -.6084E+01   .9999886  .0038437 -.0028447
T 3172  7 .1011024E+07   1000043E-02 -.6864E+01 -.1225E+01   .9999871  .0032341  .0039290
T 3173  7 .1007061E+07   1000048E-02  .6221E+01 -.5471E+01   .9999976  .0002707 -.0021682
T 3174  7 .1003610E+07   1000632E-02 -.9105E+02  .7029E+02   .9991941 -.0303864  .0262274
T 3175  7 .1018863E+07   1000157E-02 -.3859E+01  .9517E+01   .9999910 -.0029136  .0030930
T 3176  7 .1008838E+07   1000691E-02  .5074E+01 -.2739E+00   .9999870  .0029676  .0041580
T 3177  7 .1009637E+07   1000304E-02  .1540E+02  .1039E+02   .9999943  .0030491  .0014616
T 3178  7 .1018378E+07   1000510E-02 -.6812E+01  .3848E+02   .9996678 -.0257719 -.0003332
T 3179  7 .1014732E+07   1000734E-02 -.2160E+01  .8792E+01   .9999987  .0014343 -.0007837
T 3180  7 .1015644E+07   1000327E-02 -.9998E+01 -.1112E+02   .9999965  .0019261  .0017994
T 3181  7 .1007279E+07   1000232E-02 -.1541E+01 -.1800E+02   .9999827  .0000844 -.0058774
T 3182  7 .1007240E+07   1000781E-02 -.7616E+01 -.1360E+02   .9999922 -.0018371 -.0034841
T 3183  7 .1015718E+07   1000192E-02  .1067E+02  .4275E+01   .9999961  .0028043  .0000951
T 3184  7 .1011708E+07   1000029E-02 -.3120E+03  .1652E+03   .9985744 -.0474748  .0243979
T 3185  7 .1015574E+07   1000089E-02 -.9937E+01  .3062E+01   .9999924 -.0036437  .0014099
T 3186  7 .1008043E+07   1000672E-02 -.2064E+02 -.3137E+01   .9999995 -.0007936  .0006196
T 3187  7 .1017241E+07   1000266E-02  .1382E+02  .2639E+02   .9998196  .0184793  .0043907
T 3188  7 .1012661E+07   1000625E-02 -.2447E+02 -.2529E+02   .9999733 -.0058088 -.0044431
T 3189  7 .1010144E+07   1000531E-02 -.1941E+02  .8980E+01   .9999896 -.0017997  .0041954
T 3190  7 .1007369E+07   1000111E-02 -.1152E+02  .8780E+01   .9999907 -.0020872  .0037858
T 3191  7 .1017456E+07   1000161E-02  .1902E+02 -.5073E+01   .9999964  .0018381 -.0019480
T 3192  7 .1016840E+07   1000483E-02 -.2466E+02 -.2089E+02   .9998956 -.0089435 -.0113519
T 3193  7 .1004966E+07   1000786E-02  .1066E+02 -.2971E+01   .9999808 -.0023314 -.0057397
T 3194  7 .1008283E+07   1000199E-02  .4335E+02 -.3074E+01   .9999745  .0068191 -.0021436
T 3195  7 .1014384E+07   1000456E-02  .3454E+01 -.1616E+02   .9999921  .0006795 -.0039057
T 3196  7 .1012286E+07   1000384E-02 -.1243E+02 -.7831E+01   .9999856  .0003572 -.0053490
T 3197  7 .1009078E+07   1000676E-02 -.5631E+01  .4017E+02   .9999166 -.0017438  .0127995
T 3198  7 .1011580E+07   1000597E-02 -.7608E+00  .3058E+01   .9999606 -.0077548 -.0043113
T 3199  7 .1008670E+07   1000364E-02  .1281E+02  .2041E+02   .9999959 -.0010171  .0026924
